"n_cricketer","dbp:birthPlace Namibia", "0.055045871559633", "e dbp:birthPlace Namibia", "Cricketer", "Coherence=0.055045871559633 condAB=0.0612244897959184 condBA=0.545454545454545 supA=98.0 supB=11.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Namibia", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:birthPlace Kenya", "0.0598290598290598", "e dbp:birthPlace Kenya", "Cricketer", "Coherence=0.0598290598290598 condAB=0.0714285714285714 condBA=0.368421052631579 supA=98.0 supB=19.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Kenya", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:birthPlace South_Africa", "0.0672268907563025", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0672268907563025 condAB=0.163265306122449 condBA=0.114285714285714 supA=98.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbo:birthPlace Nairobi", "0.0437956204379562", "e dbo:birthPlace Nairobi", "Cricketer", "Coherence=0.0437956204379562 condAB=0.05 condBA=0.352941176470588 supA=120.0 supB=17.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Nairobi", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbo:birthPlace Victoria_(Australia)", "0.0303030303030303", "e dbo:birthPlace Victoria_(Australia)", "Cricketer", "Coherence=0.0303030303030303 condAB=0.0416666666666667 condBA=0.111111111111111 supA=120.0 supB=45.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Victoria_(Australia)", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:club Namibia_national_cricket_team", "0.310344827586207", "e dbp:club Namibia_national_cricket_team", "Cricketer", "Coherence=0.310344827586207 condAB=0.642857142857143 condBA=0.6 supA=14.0 supB=15.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Namibia_national_cricket_team", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Papua New Guinea@en", "0.0268456375838926", "e dbp:country Papua New Guinea@en", "Cricketer", "Coherence=0.0268456375838926 condAB=0.0299625468164794 condBA=0.258064516129032 supA=267.0 supB=31.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Papua New Guinea"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Australia@en", "0.0583126550868486", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0583126550868486 condAB=0.176029962546816 condBA=0.0871985157699443 supA=267.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Nigeria@en", "0.0348432055749129", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.0348432055749129 condAB=0.0374531835205993 condBA=0.5 supA=267.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Namibia@en", "0.0707395498392283", "e dbp:country Namibia@en", "Cricketer", "Coherence=0.0707395498392283 condAB=0.0823970037453183 condBA=0.5 supA=267.0 supB=44.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Namibia"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Kenya@en", "0.037542662116041", "e dbp:country Kenya@en", "Cricketer", "Coherence=0.037542662116041 condAB=0.0411985018726592 condBA=0.423076923076923 supA=267.0 supB=26.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Kenya"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Malaysia@en", "0.0436241610738255", "e dbp:country Malaysia@en", "Cricketer", "Coherence=0.0436241610738255 condAB=0.048689138576779 condBA=0.419354838709677 supA=267.0 supB=31.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Malaysia"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country South Africa@en", "0.0512820512820513", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0512820512820513 condAB=0.104868913857678 condBA=0.100358422939068 supA=267.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Tanzania@en", "0.0217391304347826", "e dbp:country Tanzania@en", "Cricketer", "Coherence=0.0217391304347826 condAB=0.0224719101123595 condBA=0.666666666666667 supA=267.0 supB=9.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Tanzania"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country Sri Lanka@en", "0.0397196261682243", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0397196261682243 condAB=0.0636704119850187 condBA=0.105590062111801 supA=267.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer","dbp:country India@en", "0.124031007751938", "e dbp:country India@en", "Cricketer", "Coherence=0.124031007751938 condAB=0.359550561797753 condBA=0.189349112426035 supA=267.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n cricketer. ' in l_e(c,p,os) ", 
"n_cricketer__july","dbp:country Uganda@en", "0.192307692307692", "e dbp:country Uganda@en", "Cricketer", "Coherence=0.192307692307692 condAB=0.833333333333333 condBA=0.25 supA=6.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Uganda"@en", "dbo:Cricketer in c_e and 'n cricketer. In July 2018, ' in l_e(c,p,os) ", 
"n_cricketer_july","dbp:country Uganda@en", "0.192307692307692", "e dbp:country Uganda@en", "Cricketer", "Coherence=0.192307692307692 condAB=0.833333333333333 condBA=0.25 supA=6.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Uganda"@en", "dbo:Cricketer in c_e and 'n cricketer In July' in l_e(c,p,os) ", 
"n_cricketer_july","dbp:country Uganda@en", "0.192307692307692", "e dbp:country Uganda@en", "Cricketer", "Coherence=0.192307692307692 condAB=0.833333333333333 condBA=0.25 supA=6.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Uganda"@en", "dbo:Cricketer in c_e and 'n cricketer In July 2018' in l_e(c,p,os) ", 
"n_cricketer_played","dbo:country Australia", "0.032258064516129", "e dbo:country Australia", "Cricketer", "Coherence=0.032258064516129 condAB=0.277777777777778 condBA=0.0364963503649635 supA=18.0 supB=137.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/Australia", "dbo:Cricketer in c_e and 'n cricketer who played' in l_e(c,p,os) ", 
"n_cricketer_played","dbo:country Sri_Lanka", "0.0654205607476635", "e dbo:country Sri_Lanka", "Cricketer", "Coherence=0.0654205607476635 condAB=0.388888888888889 condBA=0.0786516853932584 supA=18.0 supB=89.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/Sri_Lanka", "dbo:Cricketer in c_e and 'n cricketer who played' in l_e(c,p,os) ", 
"n_cricketer_played","dbp:country Australia@en", "0.0145985401459854", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0145985401459854 condAB=0.888888888888889 condBA=0.0148423005565863 supA=9.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n cricketer who played for' in l_e(c,p,os) ", 
"n_cricketer_played","dbp:country South Africa@en", "0.0165016501650165", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0165016501650165 condAB=0.208333333333333 condBA=0.017921146953405 supA=24.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'n cricketer who played' in l_e(c,p,os) ", 
"n_cricketer_played","dbp:country Sri Lanka@en", "0.0378378378378378", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0378378378378378 condAB=0.291666666666667 condBA=0.0434782608695652 supA=24.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'n cricketer who played' in l_e(c,p,os) ", 
"n_cricketer_plays","dbp:birthPlace India", "0.0401785714285714", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0401785714285714 condAB=0.75 condBA=0.0424528301886792 supA=12.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n cricketer who plays' in l_e(c,p,os) ", 
"n_cricketer_plays","dbp:country Sri Lanka@en", "0.0319148936170213", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0319148936170213 condAB=0.222222222222222 condBA=0.0372670807453416 supA=27.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'n cricketer who plays' in l_e(c,p,os) ", 
"n_cricketer_plays","dbp:country India@en", "0.0283553875236295", "e dbp:country India@en", "Cricketer", "Coherence=0.0283553875236295 condAB=0.681818181818182 condBA=0.029585798816568 supA=22.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n cricketer who plays for' in l_e(c,p,os) ", 
"n_domestic","dbp:birthPlace India", "0.0355555555555556", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0355555555555556 condAB=0.615384615384615 condBA=0.0377358490566038 supA=13.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n domestic' in l_e(c,p,os) ", 
"n_domestic","dbp:country Australia@en", "0.0178571428571429", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0178571428571429 condAB=0.476190476190476 condBA=0.0185528756957328 supA=21.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n domestic' in l_e(c,p,os) ", 
"n_domestic","dbp:country India@en", "0.0170454545454545", "e dbp:country India@en", "Cricketer", "Coherence=0.0170454545454545 condAB=0.428571428571429 condBA=0.0177514792899408 supA=21.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n domestic' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:birthPlace India", "0.0357142857142857", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0357142857142857 condAB=0.666666666666667 condBA=0.0377358490566038 supA=12.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n domestic cricket' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:country Australia@en", "0.0143884892086331", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0143884892086331 condAB=0.470588235294118 condBA=0.0148423005565863 supA=17.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n domestic cricket' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:country India@en", "0.0152671755725191", "e dbp:country India@en", "Cricketer", "Coherence=0.0152671755725191 condAB=0.470588235294118 condBA=0.0157790927021696 supA=17.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n domestic cricket' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:birthPlace India", "0.0315315315315315", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0315315315315315 condAB=0.7 condBA=0.0330188679245283 supA=10.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n domestic cricket. ' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:country Australia@en", "0.00905797101449275", "e dbp:country Australia@en", "Cricketer", "Coherence=0.00905797101449275 condAB=0.384615384615385 condBA=0.00927643784786642 supA=13.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n domestic cricket. ' in l_e(c,p,os) ", 
"n_domestic_cricket","dbp:country India@en", "0.0134615384615385", "e dbp:country India@en", "Cricketer", "Coherence=0.0134615384615385 condAB=0.538461538461538 condBA=0.0138067061143984 supA=13.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n domestic cricket. ' in l_e(c,p,os) ", 
"n_first","dbp:birthPlace South_Africa", "0.0472972972972973", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0472972972972973 condAB=0.875 condBA=0.05 supA=8.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first' in l_e(c,p,os) ", 
"n_first_class","dbp:birthPlace India", "0.0573770491803279", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0573770491803279 condAB=0.4375 condBA=0.0660377358490566 supA=32.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n first-class' in l_e(c,p,os) ", 
"n_first_class","dbp:birthPlace South_Africa", "0.0755813953488372", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0755813953488372 condAB=0.40625 condBA=0.0928571428571429 supA=32.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first-class' in l_e(c,p,os) ", 
"n_first_class","dbp:country South Africa@en", "0.0298013245033113", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0298013245033113 condAB=0.391304347826087 condBA=0.032258064516129 supA=23.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'n first-class' in l_e(c,p,os) ", 
"n_first_class","dbp:country India@en", "0.0188679245283019", "e dbp:country India@en", "Cricketer", "Coherence=0.0188679245283019 condAB=0.434782608695652 condBA=0.019723865877712 supA=23.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n first-class' in l_e(c,p,os) ", 
"n_first_class","dbp:birthPlace South_Africa", "0.0472972972972973", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0472972972972973 condAB=0.875 condBA=0.05 supA=8.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first class' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:birthPlace India", "0.0573770491803279", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0573770491803279 condAB=0.4375 condBA=0.0660377358490566 supA=32.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n first-class cricketer' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:birthPlace South_Africa", "0.0755813953488372", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0755813953488372 condAB=0.40625 condBA=0.0928571428571429 supA=32.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first-class cricketer' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:country South Africa@en", "0.026578073089701", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.026578073089701 condAB=0.363636363636364 condBA=0.028673835125448 supA=22.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'n first-class cricketer' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:country India@en", "0.0189035916824197", "e dbp:country India@en", "Cricketer", "Coherence=0.0189035916824197 condAB=0.454545454545455 condBA=0.019723865877712 supA=22.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n first-class cricketer' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:birthPlace South_Africa", "0.0817610062893082", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0817610062893082 condAB=0.684210526315789 condBA=0.0928571428571429 supA=19.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first-class cricketer. ' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbo:birthPlace India", "0.0175438596491228", "e dbo:birthPlace India", "Cricketer", "Coherence=0.0175438596491228 condAB=0.25 condBA=0.0188679245283019 supA=20.0 supB=265.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n first-class cricketer. ' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:country South Africa@en", "0.0238095238095238", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0238095238095238 condAB=0.466666666666667 condBA=0.025089605734767 supA=15.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'n first-class cricketer. ' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:country India@en", "0.0114942528735632", "e dbp:country India@en", "Cricketer", "Coherence=0.0114942528735632 condAB=0.4 condBA=0.0118343195266272 supA=15.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n first-class cricketer. ' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:birthPlace South_Africa", "0.0472972972972973", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0472972972972973 condAB=0.875 condBA=0.05 supA=8.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first class cricketer' in l_e(c,p,os) ", 
"n_first_class_cricketer","dbp:birthPlace South_Africa", "0.0472972972972973", "e dbp:birthPlace South_Africa", "Cricketer", "Coherence=0.0472972972972973 condAB=0.875 condBA=0.05 supA=8.0 supB=140.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/South_Africa", "dbo:Cricketer in c_e and 'n first class cricketer. ' in l_e(c,p,os) ", 
"n_first_class_cricketer_plays","dbp:birthPlace India", "0.0319634703196347", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0319634703196347 condAB=1.0 condBA=0.0330188679245283 supA=7.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n first-class cricketer who plays' in l_e(c,p,os) ", 
"n_former","dbp:country Australia@en", "0.0124113475177305", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0124113475177305 condAB=0.28 condBA=0.012987012987013 supA=25.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n former' in l_e(c,p,os) ", 
"n_former","dbp:country India@en", "0.0206766917293233", "e dbp:country India@en", "Cricketer", "Coherence=0.0206766917293233 condAB=0.44 condBA=0.0216962524654832 supA=25.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n former' in l_e(c,p,os) ", 
"n_former_cricket","dbp:country Australia@en", "0.010989010989011", "e dbp:country Australia@en", "Cricketer", "Coherence=0.010989010989011 condAB=0.857142857142857 condBA=0.0111317254174397 supA=7.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n former cricket' in l_e(c,p,os) ", 
"n_former_cricket_player","dbp:country Australia@en", "0.010989010989011", "e dbp:country Australia@en", "Cricketer", "Coherence=0.010989010989011 condAB=0.857142857142857 condBA=0.0111317254174397 supA=7.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n former cricket player' in l_e(c,p,os) ", 
"n_former_cricket_player","dbp:country Australia@en", "0.0110091743119266", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0110091743119266 condAB=1.0 condBA=0.0111317254174397 supA=6.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'n former cricket player. ' in l_e(c,p,os) ", 
"n_former_cricketer","dbp:country India@en", "0.0115830115830116", "e dbp:country India@en", "Cricketer", "Coherence=0.0115830115830116 condAB=0.545454545454545 condBA=0.0118343195266272 supA=11.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n former cricketer' in l_e(c,p,os) ", 
"n_former_cricketer","dbp:country India@en", "0.00968992248062015", "e dbp:country India@en", "Cricketer", "Coherence=0.00968992248062015 condAB=0.555555555555556 condBA=0.00986193293885602 supA=9.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n former cricketer. ' in l_e(c,p,os) ", 
"n_national","dbp:country India@en", "0.0169811320754717", "e dbp:country India@en", "Cricketer", "Coherence=0.0169811320754717 condAB=0.391304347826087 condBA=0.0177514792899408 supA=23.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n national' in l_e(c,p,os) ", 
"n_national_cricket","dbp:country India@en", "0.00970873786407767", "e dbp:country India@en", "Cricketer", "Coherence=0.00970873786407767 condAB=0.625 condBA=0.00986193293885602 supA=8.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n national cricket' in l_e(c,p,os) ", 
"n_national_cricket_team","dbp:country India@en", "0.00970873786407767", "e dbp:country India@en", "Cricketer", "Coherence=0.00970873786407767 condAB=0.625 condBA=0.00986193293885602 supA=8.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n national cricket team' in l_e(c,p,os) ", 
"n_premier","dbp:birthPlace India", "0.0363636363636364", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0363636363636364 condAB=1.0 condBA=0.0377358490566038 supA=8.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n Premier' in l_e(c,p,os) ", 
"n_premier","dbp:country India@en", "0.0451127819548872", "e dbp:country India@en", "Cricketer", "Coherence=0.0451127819548872 condAB=0.96 condBA=0.0473372781065089 supA=25.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n Premier' in l_e(c,p,os) ", 
"n_premier_league","dbp:birthPlace India", "0.0363636363636364", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0363636363636364 condAB=1.0 condBA=0.0377358490566038 supA=8.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'n Premier League' in l_e(c,p,os) ", 
"n_premier_league","dbp:country India@en", "0.0451127819548872", "e dbp:country India@en", "Cricketer", "Coherence=0.0451127819548872 condAB=0.96 condBA=0.0473372781065089 supA=25.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n Premier League' in l_e(c,p,os) ", 
"n_premier_league","dbp:country India@en", "0.0135922330097087", "e dbp:country India@en", "Cricketer", "Coherence=0.0135922330097087 condAB=0.875 condBA=0.0138067061143984 supA=8.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n Premier League. ' in l_e(c,p,os) ", 
"n_team","dbp:country India@en", "0.00965250965250965", "e dbp:country India@en", "Cricketer", "Coherence=0.00965250965250965 condAB=0.454545454545455 condBA=0.00986193293885602 supA=11.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'n team' in l_e(c,p,os) ", 
"n_tigers","dbp:club Tasmania_cricket_team", "0.0493273542600897", "e dbp:club Tasmania_cricket_team", "Cricketer", "Coherence=0.0493273542600897 condAB=1.0 condBA=0.0518867924528302 supA=11.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Tasmania_cricket_team", "dbo:Cricketer in c_e and 'n Tigers' in l_e(c,p,os) ", 
"n_tigers","dbp:club Tasmania_cricket_team", "0.0319634703196347", "e dbp:club Tasmania_cricket_team", "Cricketer", "Coherence=0.0319634703196347 condAB=1.0 condBA=0.0330188679245283 supA=7.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Tasmania_cricket_team", "dbo:Cricketer in c_e and 'n Tigers. ' in l_e(c,p,os) ", 
"n_woman","dbp:country Papua New Guinea@en", "0.173913043478261", "e dbp:country Papua New Guinea@en", "Cricketer", "Coherence=0.173913043478261 condAB=0.533333333333333 condBA=0.258064516129032 supA=15.0 supB=31.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Papua New Guinea"@en", "dbo:Cricketer in c_e and 'n woman' in l_e(c,p,os) ", 
"n_woman","dbp:country Sri Lanka@en", "0.0284090909090909", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0284090909090909 condAB=0.333333333333333 condBA=0.031055900621118 supA=15.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'n woman' in l_e(c,p,os) ", 
"n_woman_cricketer","dbp:country Papua New Guinea@en", "0.177777777777778", "e dbp:country Papua New Guinea@en", "Cricketer", "Coherence=0.177777777777778 condAB=0.571428571428571 condBA=0.258064516129032 supA=14.0 supB=31.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Papua New Guinea"@en", "dbo:Cricketer in c_e and 'n woman cricketer' in l_e(c,p,os) ", 
"n_woman_cricketer","dbp:country Papua New Guinea@en", "0.177777777777778", "e dbp:country Papua New Guinea@en", "Cricketer", "Coherence=0.177777777777778 condAB=0.571428571428571 condBA=0.258064516129032 supA=14.0 supB=31.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Papua New Guinea"@en", "dbo:Cricketer in c_e and 'n woman cricketer. ' in l_e(c,p,os) ", 
