"american","dbo:occupation Photographer", "0.24", "e dbo:occupation Photographer", "Photographer", "Coherence=0.24 condAB=0.857142857142857 condBA=0.333333333333333 supA=7.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/occupation", "http://dbpedia.org/resource/Photographer", "dbo:Photographer in c_e and 'an American' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:birthPlace Shrewsbury", "0.5", "e dbp:birthPlace Shrewsbury", "Cricketer", "Coherence=0.5 condAB=1.0 condBA=1.0 supA=6.0 supB=6.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Shrewsbury", "dbo:Cricketer in c_e and 'born in Shrewsbury' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:club Shropshire_County_Cricket_Club", "0.173076923076923", "e dbp:club Shropshire_County_Cricket_Club", "Cricketer", "Coherence=0.173076923076923 condAB=1.0 condBA=0.209302325581395 supA=9.0 supB=43.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Shropshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'was born in Shrewsbury' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:birthPlace England", "0.00502092050209205", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00502092050209205 condAB=1.0 condBA=0.00504625735912532 supA=6.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and ' was born in Shrewsbury, ' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:birthPlace Shropshire", "0.272727272727273", "e dbp:birthPlace Shropshire", "Cricketer", "Coherence=0.272727272727273 condAB=1.0 condBA=0.375 supA=6.0 supB=16.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Shropshire", "dbo:Cricketer in c_e and ' was born in Shrewsbury, ' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:birthPlace Shrewsbury", "0.5", "e dbp:birthPlace Shrewsbury", "Cricketer", "Coherence=0.5 condAB=1.0 condBA=1.0 supA=6.0 supB=6.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Shrewsbury", "dbo:Cricketer in c_e and ' was born in Shrewsbury, ' in l_e(c,p,so) ", 
"born_shrewsbury","dbp:club Shropshire_County_Cricket_Club", "0.173076923076923", "e dbp:club Shropshire_County_Cricket_Club", "Cricketer", "Coherence=0.173076923076923 condAB=1.0 condBA=0.209302325581395 supA=9.0 supB=43.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Shropshire_County_Cricket_Club", "dbo:Cricketer in c_e and ' was born in Shrewsbury, ' in l_e(c,p,so) ", 
"bowler","dbp:bowling Leg_spin", "0.0357142857142857", "e dbp:bowling Leg_spin", "Cricketer", "Coherence=0.0357142857142857 condAB=0.148148148148148 condBA=0.0470588235294118 supA=54.0 supB=170.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Leg_spin", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:bowling Pace_bowling", "0.0645161290322581", "e dbp:bowling Pace_bowling", "Cricketer", "Coherence=0.0645161290322581 condAB=0.111111111111111 condBA=0.153846153846154 supA=54.0 supB=39.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Pace_bowling", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:bowling Left-arm_orthodox_spin", "0.068452380952381", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.068452380952381 condAB=0.425925925925926 condBA=0.0815602836879433 supA=54.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:bowling Glossary_of_cricket_terms", "0.0729166666666667", "e dbp:bowling Glossary_of_cricket_terms", "Cricketer", "Coherence=0.0729166666666667 condAB=0.12962962962963 condBA=0.166666666666667 supA=54.0 supB=42.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Glossary_of_cricket_terms", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:bowling Off_spin", "0.104651162790698", "e dbp:bowling Off_spin", "Cricketer", "Coherence=0.104651162790698 condAB=0.166666666666667 condBA=0.28125 supA=54.0 supB=32.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Off_spin", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:column Test_cricket", "0.0109803921568627", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.0109803921568627 condAB=0.666666666666667 condBA=0.0111642743221691 supA=21.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:column One_Day_International", "0.0068359375", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0068359375 condAB=0.333333333333333 condBA=0.0069790628115653 supA=21.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:column First-class_cricket", "0.00114876507754164", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114876507754164 condAB=0.857142857142857 condBA=0.00115030674846626 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,so) ", 
"bowler","dbp:column List_A_cricket", "0.00375234521575985", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00375234521575985 condAB=0.476190476190476 condBA=0.0037821482602118 supA=21.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:role Batting_(cricket)", "0.0862944162436548", "e dbp:role Batting_(cricket)", "Cricketer", "Coherence=0.0862944162436548 condAB=0.871794871794872 condBA=0.0957746478873239 supA=39.0 supB=355.0", "NN", "Coherence", "e", "http://dbpedia.org/property/role", "http://dbpedia.org/resource/Batting_(cricket)", "dbo:Cricketer in c_e and 'bowler' in l_e(c,p,os) ", 
"bowler","dbp:bowling Leg_spin", "0.0260416666666667", "e dbp:bowling Leg_spin", "Cricketer", "Coherence=0.0260416666666667 condAB=0.227272727272727 condBA=0.0294117647058824 supA=22.0 supB=170.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Leg_spin", "dbo:Cricketer in c_e and ' bowler, ' in l_e(c,p,os) ", 
"bowler","dbp:bowling Left-arm_orthodox_spin", "0.0263157894736842", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.0263157894736842 condAB=0.363636363636364 condBA=0.0283687943262411 supA=22.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and ' bowler, ' in l_e(c,p,os) ", 
"bowler","dbp:bowling Off_spin", "0.148148148148148", "e dbp:bowling Off_spin", "Cricketer", "Coherence=0.148148148148148 condAB=0.363636363636364 condBA=0.25 supA=22.0 supB=32.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Off_spin", "dbo:Cricketer in c_e and ' bowler, ' in l_e(c,p,os) ", 
"bowler","dbp:bowling Left-arm_orthodox_spin", "0.0365448504983389", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.0365448504983389 condAB=0.578947368421053 condBA=0.0390070921985816 supA=19.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and ' bowler. ' in l_e(c,p,os) ", 
"bowling","dbp:bowling Leg_spin", "0.0276243093922652", "e dbp:bowling Leg_spin", "Cricketer", "Coherence=0.0276243093922652 condAB=0.454545454545455 condBA=0.0294117647058824 supA=11.0 supB=170.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Leg_spin", "dbo:Cricketer in c_e and 'bowling' in l_e(c,p,os) ", 
"bowling","dbp:bowling Left-arm_orthodox_spin", "0.0170648464163823", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.0170648464163823 condAB=0.454545454545455 condBA=0.0177304964539007 supA=11.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and 'bowling' in l_e(c,p,os) ", 
"break","dbp:role Batting_(cricket)", "0.0165745856353591", "e dbp:role Batting_(cricket)", "Cricketer", "Coherence=0.0165745856353591 condAB=0.857142857142857 condBA=0.0169014084507042 supA=7.0 supB=355.0", "NN", "Coherence", "e", "http://dbpedia.org/property/role", "http://dbpedia.org/resource/Batting_(cricket)", "dbo:Cricketer in c_e and 'break' in l_e(c,p,os) ", 
"break_bowler","dbp:role Batting_(cricket)", "0.0138888888888889", "e dbp:role Batting_(cricket)", "Cricketer", "Coherence=0.0138888888888889 condAB=1.0 condBA=0.0140845070422535 supA=5.0 supB=355.0", "NN", "Coherence", "e", "http://dbpedia.org/property/role", "http://dbpedia.org/resource/Batting_(cricket)", "dbo:Cricketer in c_e and 'break bowler' in l_e(c,p,os) ", 
"brief","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'brief' in l_e(c,p,so) ", 
"brighton","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Brighton' in l_e(c,p,so) ", 
"brighton","dbo:deathPlace Sussex", "0.0692307692307692", "e dbo:deathPlace Sussex", "Cricketer", "Coherence=0.0692307692307692 condAB=1.0 condBA=0.0743801652892562 supA=9.0 supB=121.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/deathPlace", "http://dbpedia.org/resource/Sussex", "dbo:Cricketer in c_e and 'at Brighton' in l_e(c,p,so) ", 
"brighton","dbo:deathPlace Brighton", "0.217391304347826", "e dbo:deathPlace Brighton", "Cricketer", "Coherence=0.217391304347826 condAB=0.555555555555556 condBA=0.357142857142857 supA=9.0 supB=14.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/deathPlace", "http://dbpedia.org/resource/Brighton", "dbo:Cricketer in c_e and 'at Brighton' in l_e(c,p,so) ", 
"brighton","dbp:club Sussex_County_Cricket_Club", "0.0334928229665072", "e dbp:club Sussex_County_Cricket_Club", "Cricketer", "Coherence=0.0334928229665072 condAB=0.875 condBA=0.0348258706467662 supA=8.0 supB=201.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Sussex_County_Cricket_Club", "dbo:Cricketer in c_e and 'Brighton' in l_e(c,p,so) ", 
"brighton_sussex","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'at Brighton Sussex' in l_e(c,p,so) ", 
"british_army","dbp:column First-class_cricket", "0.00267686424474187", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00267686424474187 condAB=1.0 condBA=0.0026840490797546 supA=14.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'British Army' in l_e(c,p,os) ", 
"british_army_officer","dbp:column First-class_cricket", "0.00210445762387603", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00210445762387603 condAB=1.0 condBA=0.00210889570552147 supA=11.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'and British Army officer' in l_e(c,p,os) ", 
"british_army_officer","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and ' and British Army officer. ' in l_e(c,p,os) ", 
"brother","dbp:column Test_cricket", "0.00623052959501558", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00623052959501558 condAB=0.266666666666667 condBA=0.00637958532695375 supA=30.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'brother' in l_e(c,p,so) ", 
"brother","dbp:column First-class_cricket", "0.00533739992375143", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00533739992375143 condAB=0.933333333333333 condBA=0.0053680981595092 supA=30.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'brother' in l_e(c,p,so) ", 
"brother","dbp:club Somerset_County_Cricket_Club", "0.028169014084507", "e dbp:club Somerset_County_Cricket_Club", "Cricketer", "Coherence=0.028169014084507 condAB=0.333333333333333 condBA=0.0307692307692308 supA=18.0 supB=195.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Somerset_County_Cricket_Club", "dbo:Cricketer in c_e and 'brother' in l_e(c,p,so) ", 
"brother","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'brothers' in l_e(c,p,so) ", 
"buckinghamshire","dbp:club Minor_Counties_of_English_and_Welsh_cricket", "0.0320512820512821", "e dbp:club Minor_Counties_of_English_and_Welsh_cricket", "Cricketer", "Coherence=0.0320512820512821 condAB=0.555555555555556 condBA=0.0340136054421769 supA=9.0 supB=147.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Minor_Counties_of_English_and_Welsh_cricket", "dbo:Cricketer in c_e and 'Buckinghamshire' in l_e(c,p,os) ", 
"buckinghamshire","dbp:club Berkshire_County_Cricket_Club", "0.0625", "e dbp:club Berkshire_County_Cricket_Club", "Cricketer", "Coherence=0.0625 condAB=0.555555555555556 condBA=0.0704225352112676 supA=9.0 supB=71.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Berkshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'Buckinghamshire' in l_e(c,p,os) ", 
"bulls","dbp:club Queensland_cricket_team", "0.0657894736842105", "e dbp:club Queensland_cricket_team", "Cricketer", "Coherence=0.0657894736842105 condAB=0.833333333333333 condBA=0.0714285714285714 supA=6.0 supB=70.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Queensland_cricket_team", "dbo:Cricketer in c_e and 'Bulls' in l_e(c,p,os) ", 
"cambridge","dbp:birthPlace England", "0.00418760469011725", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418760469011725 condAB=1.0 condBA=0.00420521446593776 supA=5.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'against Cambridge' in l_e(c,p,os) ", 
"cambridge","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'against Cambridge' in l_e(c,p,os) ", 
"cambridge","dbp:club Cambridgeshire_County_Cricket_Club", "0.0638297872340426", "e dbp:club Cambridgeshire_County_Cricket_Club", "Cricketer", "Coherence=0.0638297872340426 condAB=0.166666666666667 condBA=0.103448275862069 supA=36.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridgeshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'Cambridge' in l_e(c,p,os) ", 
"cambridge","dbp:club Cambridge_University_Cricket_Club", "0.0744186046511628", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0744186046511628 condAB=1.0 condBA=0.0804020100502513 supA=16.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and 'at Cambridge' in l_e(c,p,os) ", 
"cambridge_university","dbp:birthPlace England", "0.00418060200668896", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418060200668896 condAB=0.714285714285714 condBA=0.00420521446593776 supA=7.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'Cambridge University' in l_e(c,p,os) ", 
"cambridge_university","dbp:column First-class_cricket", "0.00267686424474187", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00267686424474187 condAB=1.0 condBA=0.0026840490797546 supA=14.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Cambridge University' in l_e(c,p,os) ", 
"canterbury","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Canterbury' in l_e(c,p,os) ", 
"captain","dbp:column Test_cricket", "0.00475435816164818", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00475435816164818 condAB=0.75 condBA=0.00478468899521531 supA=8.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'captain' in l_e(c,p,os) ", 
"captain","dbp:column One_Day_International", "0.00692383778437191", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.00692383778437191 condAB=0.875 condBA=0.0069790628115653 supA=8.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'captain' in l_e(c,p,os) ", 
"captain","dbp:column First-class_cricket", "0.00114876507754164", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114876507754164 condAB=0.857142857142857 condBA=0.00115030674846626 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'captain' in l_e(c,p,so) ", 
